1.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+00 2.000000000000000000e+00 4.000000000000000000e+00 1.217578794828952718e-02
5.000000000000000000e+00 4.000000000000000000e+00 6.000000000000000000e+00 3.802172365308038871e-02
7.000000000000000000e+00 6.000000000000000000e+00 8.000000000000000000e+00 7.344489636572533453e-02
9.000000000000000000e+00 8.000000000000000000e+00 1.000000000000000000e+01 1.147637295989381440e-01
1.100000000000000000e+01 1.000000000000000000e+01 1.200000000000000000e+01 1.580025778278203730e-01
1.300000000000000000e+01 1.200000000000000000e+01 1.400000000000000000e+01 1.993603649416768320e-01
1.500000000000000000e+01 1.400000000000000000e+01 1.600000000000000000e+01 2.356414610445822788e-01
1.700000000000000000e+01 1.600000000000000000e+01 1.800000000000000000e+01 2.645508745617266566e-01
1.900000000000000000e+01 1.800000000000000000e+01 2.000000000000000000e+01 2.848215720365227521e-01
2.100000000000000000e+01 2.000000000000000000e+01 2.200000000000000000e+01 2.961803835674386987e-01
2.300000000000000000e+01 2.200000000000000000e+01 2.400000000000000000e+01 2.991874671774161776e-01
2.500000000000000000e+01 2.400000000000000000e+01 2.600000000000000000e+01 2.950000155823498948e-01
2.700000000000000000e+01 2.600000000000000000e+01 2.800000000000000000e+01 2.851131576872660833e-01
2.900000000000000000e+01 2.800000000000000000e+01 3.000000000000000000e+01 2.711223652475961421e-01
3.100000000000000000e+01 3.000000000000000000e+01 3.200000000000000000e+01 2.545366334664314056e-01
3.300000000000000000e+01 3.200000000000000000e+01 3.400000000000000000e+01 2.366551385488690762e-01
3.500000000000000000e+01 3.400000000000000000e+01 3.600000000000000000e+01 2.185058913618836418e-01
3.700000000000000000e+01 3.600000000000000000e+01 3.800000000000000000e+01 2.008353302272653240e-01
3.900000000000000000e+01 3.800000000000000000e+01 4.000000000000000000e+01 1.841333239151962675e-01
4.100000000000000000e+01 4.000000000000000000e+01 4.200000000000000000e+01 1.686778833940364153e-01
4.300000000000000000e+01 4.200000000000000000e+01 4.400000000000000000e+01 1.545865335703771049e-01
4.500000000000000000e+01 4.400000000000000000e+01 4.600000000000000000e+01 1.418652185217755268e-01
4.700000000000000000e+01 4.600000000000000000e+01 4.800000000000000000e+01 1.304495649206360020e-01
4.900000000000000000e+01 4.800000000000000000e+01 5.000000000000000000e+01 1.202365492320126572e-01
5.100000000000000000e+01 5.000000000000000000e+01 5.200000000000000000e+01 1.111068074114472393e-01
5.300000000000000000e+01 5.200000000000000000e+01 5.400000000000000000e+01 1.029390300917371742e-01
5.500000000000000000e+01 5.400000000000000000e+01 5.600000000000000000e+01 9.561832280357854263e-02
5.700000000000000000e+01 5.600000000000000000e+01 5.800000000000000000e+01 8.904035315117829474e-02
5.900000000000000000e+01 5.800000000000000000e+01 6.000000000000000000e+01 8.311279766906029542e-02
6.100000000000000000e+01 6.000000000000000000e+01 6.200000000000000000e+01 7.775521498507365070e-02
6.300000000000000000e+01 6.200000000000000000e+01 6.400000000000000000e+01 7.289811210214980353e-02
6.500000000000000000e+01 6.400000000000000000e+01 6.600000000000000000e+01 6.848168325941972334e-02
6.700000000000000000e+01 6.600000000000000000e+01 6.800000000000000000e+01 6.445449495468352774e-02
6.900000000000000000e+01 6.800000000000000000e+01 7.000000000000000000e+01 6.077225587451593608e-02
7.100000000000000000e+01 7.000000000000000000e+01 7.200000000000000000e+01 5.739672931394951272e-02
7.300000000000000000e+01 7.200000000000000000e+01 7.400000000000000000e+01 5.429480104238632032e-02
7.500000000000000000e+01 7.400000000000000000e+01 7.600000000000000000e+01 5.143769373156220626e-02
7.700000000000000000e+01 7.600000000000000000e+01 7.800000000000000000e+01 4.880031028624879502e-02
7.900000000000000000e+01 7.800000000000000000e+01 8.000000000000000000e+01 4.636068647916221502e-02
8.100000000000000000e+01 8.000000000000000000e+01 8.200000000000000000e+01 4.409953452031512011e-02
8.300000000000000000e+01 8.200000000000000000e+01 8.400000000000000000e+01 4.199986160162642868e-02
8.500000000000000000e+01 8.400000000000000000e+01 8.600000000000000000e+01 4.004665007238320668e-02
8.700000000000000000e+01 8.600000000000000000e+01 8.800000000000000000e+01 3.822658829949122233e-02
8.900000000000000000e+01 8.800000000000000000e+01 9.000000000000000000e+01 3.652784331018683189e-02
9.100000000000000000e+01 9.000000000000000000e+01 9.200000000000000000e+01 3.493986799499798623e-02
9.300000000000000000e+01 9.200000000000000000e+01 9.400000000000000000e+01 3.345323700642529458e-02
9.500000000000000000e+01 9.400000000000000000e+01 9.600000000000000000e+01 3.205950657830012457e-02
9.700000000000000000e+01 9.600000000000000000e+01 9.800000000000000000e+01 3.075109436383527059e-02
9.900000000000000000e+01 9.800000000000000000e+01 1.000000000000000000e+02 2.952117609115115227e-02
1.010000000000000000e+02 1.000000000000000000e+02 1.020000000000000000e+02 2.836359639931232413e-02
1.030000000000000000e+02 1.020000000000000000e+02 1.040000000000000000e+02 2.727279167399267526e-02
1.050000000000000000e+02 1.040000000000000000e+02 1.060000000000000000e+02 2.624372307205343272e-02
1.070000000000000000e+02 1.060000000000000000e+02 1.080000000000000000e+02 2.527181822599260455e-02
1.090000000000000000e+02 1.080000000000000000e+02 1.100000000000000000e+02 2.435292036607940303e-02
1.110000000000000000e+02 1.100000000000000000e+02 1.120000000000000000e+02 2.348324380077829523e-02
1.130000000000000000e+02 1.120000000000000000e+02 1.140000000000000000e+02 2.265933486329308258e-02
1.150000000000000000e+02 1.140000000000000000e+02 1.160000000000000000e+02 2.187803757046422395e-02
1.170000000000000000e+02 1.160000000000000000e+02 1.180000000000000000e+02 2.113646335520413463e-02
1.190000000000000000e+02 1.180000000000000000e+02 1.200000000000000000e+02 2.043196432945338509e-02
