1.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+00 2.000000000000000000e+00 4.000000000000000000e+00 1.207599999999997564e-02
5.000000000000000000e+00 4.000000000000000000e+00 6.000000000000000000e+00 3.463920000000001581e-02
7.000000000000000000e+00 6.000000000000000000e+00 8.000000000000000000e+00 6.768881632653063474e-02
9.000000000000000000e+00 8.000000000000000000e+00 1.000000000000000000e+01 1.077927901234568275e-01
1.100000000000000000e+01 1.000000000000000000e+01 1.200000000000000000e+01 1.513654214876032356e-01
1.300000000000000000e+01 1.200000000000000000e+01 1.400000000000000000e+01 1.948660828402367651e-01
1.500000000000000000e+01 1.400000000000000000e+01 1.600000000000000000e+01 2.348753244444443666e-01
1.700000000000000000e+01 1.600000000000000000e+01 1.800000000000000000e+01 2.684920830449826212e-01
1.900000000000000000e+01 1.800000000000000000e+01 2.000000000000000000e+01 2.937722437673129239e-01
2.100000000000000000e+01 2.000000000000000000e+01 2.200000000000000000e+01 3.101609523809523150e-01
2.300000000000000000e+01 2.200000000000000000e+01 2.400000000000000000e+01 3.183625103969753289e-01
2.500000000000000000e+01 2.400000000000000000e+01 2.600000000000000000e+01 3.193417855999999833e-01
2.700000000000000000e+01 2.600000000000000000e+01 2.800000000000000000e+01 3.146250809327845732e-01
2.900000000000000000e+01 2.800000000000000000e+01 3.000000000000000000e+01 3.054198953626634516e-01
3.100000000000000000e+01 3.000000000000000000e+01 3.200000000000000000e+01 2.923360374609780821e-01
3.300000000000000000e+01 3.200000000000000000e+01 3.400000000000000000e+01 2.757367015610651118e-01
3.500000000000000000e+01 3.400000000000000000e+01 3.600000000000000000e+01 2.558312195918367449e-01
3.700000000000000000e+01 3.600000000000000000e+01 3.800000000000000000e+01 2.324580715850985968e-01
3.900000000000000000e+01 3.800000000000000000e+01 4.000000000000000000e+01 2.045233925049309287e-01
4.100000000000000000e+01 4.000000000000000000e+01 4.200000000000000000e+01 1.736804759071980675e-01
4.300000000000000000e+01 4.200000000000000000e+01 4.400000000000000000e+01 1.502628772309356209e-01
4.500000000000000000e+01 4.400000000000000000e+01 4.600000000000000000e+01 1.326923516049382523e-01
4.700000000000000000e+01 4.600000000000000000e+01 4.800000000000000000e+01 1.190389642372114004e-01
4.900000000000000000e+01 4.800000000000000000e+01 5.000000000000000000e+01 1.081523831736776464e-01
5.100000000000000000e+01 5.000000000000000000e+01 5.200000000000000000e+01 9.932674817377933063e-02
5.300000000000000000e+01 5.200000000000000000e+01 5.400000000000000000e+01 9.191311071555713363e-02
5.500000000000000000e+01 5.400000000000000000e+01 5.600000000000000000e+01 8.561707768595040735e-02
5.700000000000000000e+01 5.600000000000000000e+01 5.800000000000000000e+01 8.016792243767312254e-02
5.900000000000000000e+01 5.800000000000000000e+01 6.000000000000000000e+01 7.523951048549266940e-02
6.100000000000000000e+01 6.000000000000000000e+01 6.200000000000000000e+01 7.070882450954044107e-02
6.300000000000000000e+01 6.200000000000000000e+01 6.400000000000000000e+01 6.653760544217686423e-02
6.500000000000000000e+01 6.400000000000000000e+01 6.600000000000000000e+01 6.271635218934910883e-02
6.700000000000000000e+01 6.600000000000000000e+01 6.800000000000000000e+01 5.923078458453998052e-02
6.900000000000000000e+01 6.800000000000000000e+01 7.000000000000000000e+01 5.600518882587691288e-02
7.100000000000000000e+01 7.000000000000000000e+01 7.200000000000000000e+01 5.312866574092441757e-02
7.300000000000000000e+01 7.200000000000000000e+01 7.400000000000000000e+01 5.071946031150309508e-02
7.500000000000000000e+01 7.400000000000000000e+01 7.600000000000000000e+01 4.861025848888887724e-02
7.700000000000000000e+01 7.600000000000000000e+01 7.800000000000000000e+01 4.654843919716646072e-02
