1.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 2.000000000000000000e+00 4.000000000000000000e+00 8.992063008316366624e-01
5.000000000000000000e+00 4.000000000000000000e+00 6.000000000000000000e+00 7.378857142072222652e-01
7.000000000000000000e+00 6.000000000000000000e+00 8.000000000000000000e+00 5.432466739838308634e-01
9.000000000000000000e+00 8.000000000000000000e+00 1.000000000000000000e+01 3.529754343836448705e-01
1.100000000000000000e+01 1.000000000000000000e+01 1.200000000000000000e+01 1.952295723859819865e-01
1.300000000000000000e+01 1.200000000000000000e+01 1.400000000000000000e+01 7.999060706663423115e-02
1.500000000000000000e+01 1.400000000000000000e+01 1.600000000000000000e+01 4.748653983418762471e-03
1.700000000000000000e+01 1.600000000000000000e+01 1.800000000000000000e+01 -3.586363689597200921e-02
1.900000000000000000e+01 1.800000000000000000e+01 2.000000000000000000e+01 -4.505078948266818401e-02
2.100000000000000000e+01 2.000000000000000000e+01 2.200000000000000000e+01 -3.081033007613970948e-02
2.300000000000000000e+01 2.200000000000000000e+01 2.400000000000000000e+01 -2.227752538491152914e-02
2.500000000000000000e+01 2.400000000000000000e+01 2.600000000000000000e+01 -1.827681778762403619e-02
2.700000000000000000e+01 2.600000000000000000e+01 2.800000000000000000e+01 -1.625885390355476939e-02
2.900000000000000000e+01 2.800000000000000000e+01 3.000000000000000000e+01 -1.547301902149727550e-02
3.100000000000000000e+01 3.000000000000000000e+01 3.200000000000000000e+01 -1.531643842575563033e-02
3.300000000000000000e+01 3.200000000000000000e+01 3.400000000000000000e+01 -1.553208329510400582e-02
3.500000000000000000e+01 3.400000000000000000e+01 3.600000000000000000e+01 -1.586354653803616691e-02
3.700000000000000000e+01 3.600000000000000000e+01 3.800000000000000000e+01 -1.631467355885721573e-02
3.900000000000000000e+01 3.800000000000000000e+01 4.000000000000000000e+01 -1.677532448831887610e-02
4.100000000000000000e+01 4.000000000000000000e+01 4.200000000000000000e+01 -1.735217916764182286e-02
4.300000000000000000e+01 4.200000000000000000e+01 4.400000000000000000e+01 -1.816640449168144267e-02
4.500000000000000000e+01 4.400000000000000000e+01 4.600000000000000000e+01 -1.898554434731463889e-02
4.700000000000000000e+01 4.600000000000000000e+01 4.800000000000000000e+01 -1.968738990249932486e-02
4.900000000000000000e+01 4.800000000000000000e+01 5.000000000000000000e+01 -2.049412004257250564e-02
5.100000000000000000e+01 5.000000000000000000e+01 5.200000000000000000e+01 -2.145287913444635791e-02
5.300000000000000000e+01 5.200000000000000000e+01 5.400000000000000000e+01 -2.268386027567122903e-02
5.500000000000000000e+01 5.400000000000000000e+01 5.600000000000000000e+01 -2.401595360543174948e-02
5.700000000000000000e+01 5.600000000000000000e+01 5.800000000000000000e+01 -2.507504269909056199e-02
5.900000000000000000e+01 5.800000000000000000e+01 6.000000000000000000e+01 -2.596744752401746945e-02
