2.315632181436787482e-08 3.697740636965797423e-08 2.051115945935390680e-08 2.224140058723153659e-08 3.795113719091903014e-08 2.302519536379337695e-08 3.681775204836474044e-08 3.098783650747429328e-08 2.405446275808293032e-08 1.873864314373696343e-08 2.170351098767572682e-08 2.441510305644053530e-08 2.875386274902549423e-08 2.433437736559139012e-08 3.336754085497704794e-08 1.972882596236096764e-08 3.006213793721243120e-08 2.299460791869627123e-08 2.542866708198767598e-08 1.588270118993947674e-08 2.228141606851166410e-08 1.447933816440304708e-08 2.193886624219849568e-08 2.640363414261861847e-08
1.383939955075285995e-08 2.129126077911258669e-08 1.257044934288327173e-08 1.304535883235756243e-08 2.294751558756005643e-08 1.325341098360931519e-08 1.914570441210557312e-08 1.839092172788543195e-08 1.330187995679954330e-08 1.008836116226659471e-08 1.332540596203516994e-08 1.490570155732188970e-08 1.592668216960394696e-08 1.382413534695513944e-08 1.901277389326024352e-08 1.010462906197719662e-08 1.805933445605558877e-08 1.322757464918784128e-08 1.348488296042716374e-08 9.059070075466275765e-09 1.250576571809801304e-08 7.975009850556627311e-09 1.218676326662413333e-08 1.563126780075060236e-08
7.037558486566644529e-09 1.018032330259206441e-08 6.383836955424173599e-09 6.207119024664342582e-09 9.574132364172055892e-09 7.334668322565167964e-09 9.682695884474541626e-09 9.066522009785625283e-09 6.097139280268808881e-09 5.198166895621148092e-09 6.317889938883903116e-09 7.516044988910496146e-09 8.451259053298620652e-09 6.811757187108480725e-09 9.138093572955868096e-09 5.446308167247829377e-09 8.032696738641875456e-09 5.812035532395085192e-09 6.490602172059390473e-09 4.597193358212811766e-09 5.559670972434579146e-09 3.829850265779201041e-09 5.235858840516699563e-09 7.021070153596131812e-09
2.197569394003013875e-09 5.073165518501978875e-09 3.184679375666769628e-09 2.361982840931081509e-09 5.320064390678975328e-09 2.726622825950685617e-09 6.121148774186432841e-09 4.825906171609083049e-09 4.065329274992173050e-09 2.481945864341927966e-09 1.987610701433994665e-09 3.226551444226129435e-09 4.881444338411026107e-09 2.446852666697858378e-09 3.635433073459400382e-09 2.057773535531598941e-09 3.577824953854074649e-09 2.722350226469020120e-09 2.719796697191857725e-09 2.335530839563597415e-09 3.229151567546427129e-09 1.565369744133336965e-09 2.801506458089018113e-09 3.832596681357961191e-09
8.272783256946428120e-09 1.410034298179986991e-08 7.252602620535529184e-09 7.261093087230874460e-09 1.328336663923965985e-08 7.532245643670171359e-09 9.992105079301808428e-09 1.019083203135960927e-08 7.261376541031260024e-09 5.349028805842426002e-09 8.057465799701675860e-09 9.047408190156670788e-09 8.487489971185400784e-09 7.353558124563564838e-09 1.046060882579076478e-08 5.316156963212545825e-09 1.039283592303558853e-08 7.327900115937980310e-09 7.306108642294806903e-09 5.155931332214845500e-09 6.931509619874946159e-09 4.078013196476285295e-09 6.357855839269559279e-09 8.749933741697996977e-09
3.982573030694067280e-09 6.603334340663737668e-09 3.427236342478808913e-09 3.091293569252698527e-09 4.843458288032584595e-09 3.928880798649683101e-09 4.504870766851522590e-09 4.607693748682879271e-09 3.144143754906010506e-09 2.641166375506763488e-09 3.425766929902738473e-09 4.382628028114275018e-09 4.122136321504141649e-09 3.303991632498271881e-09 4.612860787020134096e-09 2.692428182094157167e-09 4.251101493637038450e-09 2.839501503550884568e-09 3.251409648017401861e-09 2.438305799015623571e-09 2.824856331585611858e-09 1.722681158937856758e-09 2.426485339547962221e-09 3.564487280030684517e-09
1.242147625170739761e-09 3.227500501666566715e-09 1.466336828823776536e-09 1.195648386216600954e-09 2.304628278869654717e-09 1.195771091918705808e-09 2.717239571891712807e-09 2.223080811846214425e-09 1.949890477319758877e-09 1.389560703006547296e-09 1.002730222189313256e-09 1.820340992614335560e-09 2.220662552534215094e-09 1.154486500886580589e-09 1.828417559350397143e-09 9.478104691812323131e-10 1.679949067701347142e-09 1.305995687273689494e-09 1.276556763927100369e-09 1.241993895447719830e-09 1.699703648538795745e-09 6.167654286148648080e-10 1.340403560230699412e-09 1.841979979416097337e-09
1.351140193413114058e-09 2.560437831635497321e-09 1.112801608953575435e-09 1.044567590513805367e-09 1.509992554367779015e-09 1.528015216010982158e-09 1.464279985331135567e-09 1.553666737149467395e-09 8.930989985839713665e-10 8.430758047607520440e-10 1.100221672023455156e-09 1.483961429876483191e-09 1.261189354853024466e-09 1.179779183480446904e-09 1.407036385523795019e-09 8.934111135661254453e-10 1.413896696741351373e-09 8.393134626132829405e-10 9.788587019853588584e-10 7.516620906961061641e-10 7.723710943397030854e-10 5.155199927677848464e-10 8.179173221897520755e-10 9.604901206544241238e-10
3.577139074631414864e-10 1.051349508808126191e-09 3.582389544231327126e-10 3.712095682378071491e-10 5.311008400569997496e-10 3.154137741146747047e-10 5.763398212631218784e-10 6.230145063397127952e-10 3.299753540878409724e-10 4.279877740064946162e-10 2.414963625549546973e-10 5.129795208964272649e-10 5.855431310819880286e-10 4.044669337537006663e-10 4.191610305263544787e-10 2.559255968684321413e-10 3.392033803018156537e-10 3.015204303498334597e-10 3.238261083345795750e-10 2.797613273814347154e-10 3.465570512470697763e-10 1.636131661542944873e-10 4.015592952346319723e-10 3.639877280231602640e-10
9.790412567687653384e-11 1.988014272400569686e-10 8.323292155324280126e-11 6.260459360213977203e-11 9.936283185920280888e-11 1.114407406594426588e-10 1.329873493265981372e-10 1.798745236891930587e-10 4.640818902630183549e-11 1.499721536943999996e-10 7.157180042597341818e-12 1.126454056026815942e-10 1.586465139107609187e-10 1.649282772536103963e-10 3.245119808147059065e-11 8.526148587117596713e-11 4.947592576719896100e-12 7.485783166175057322e-11 8.126266681641390048e-11 5.129152691541791383e-11 8.258961985025474047e-11 2.368116483140954993e-11 1.389075700259070589e-10 5.379187518521521855e-11
8.142736871654766401e-09 1.467050920964856904e-08 6.889582137330862827e-09 6.778056132639661949e-09 1.194773281471027036e-08 7.144689603444079744e-09 8.421721559660907720e-09 8.753508954464191169e-09 6.397379749659210285e-09 4.808603729034393184e-09 7.633002077155811189e-09 8.738756324695500123e-09 7.758980494209307827e-09 6.616766474029891062e-09 9.105468543754783836e-09 4.563528848363308907e-09 9.811339672553017411e-09 6.625881246486777265e-09 6.069256805622688664e-09 4.949700331219716278e-09 6.152277279924511144e-09 3.417622996436095802e-09 5.419044301637934720e-09 7.556807513777287963e-09
4.833775728065749428e-09 8.620017232412866453e-09 4.116339237014196660e-09 3.745993593156454912e-09 5.627042918350968940e-09 4.922223920711639275e-09 5.087021099524474975e-09 5.279254281725739450e-09 3.508922224124905160e-09 3.034851539944590846e-09 4.013659322427364655e-09 5.337254016865962864e-09 4.656688777424962267e-09 3.910761079884004980e-09 5.205653849605929601e-09 2.989944167567159953e-09 5.069878441325823647e-09 3.214153616085843490e-09 3.616387642517820730e-09 2.863148929855211518e-09 3.115177234469281516e-09 1.832895232085455291e-09 2.782149531255892327e-09 3.890696610882015874e-09
