2.329856317504204395e-08 3.785744639354660434e-08 2.147041840187880250e-08 2.263852025322086448e-08 3.870964222650003684e-08 2.379101318006565397e-08 3.694878010843618998e-08 3.218785181489770730e-08 2.435113423064734997e-08 1.951155699591246121e-08 2.183524902632363658e-08 2.485082932801427023e-08 2.934094811680475928e-08 2.456401899372990501e-08 3.416656900114006242e-08 2.082687635835252036e-08 3.069824286718740707e-08 2.362246652863981466e-08 2.646141015702860534e-08 1.636663580602821433e-08 2.261939895983472373e-08 1.573727383259353515e-08 2.375772064368615802e-08 2.931370432963485421e-08
1.386117591525826854e-08 2.173046655632143900e-08 1.307750379818252242e-08 1.317167293800508163e-08 2.341315968463381539e-08 1.356447354107205053e-08 1.912961996495908197e-08 1.895818508711536944e-08 1.341049064017243659e-08 1.047111788331978991e-08 1.342471908140429085e-08 1.515803506118259967e-08 1.626633502364881821e-08 1.396020800410858367e-08 1.931924367792107615e-08 1.060446639276008181e-08 1.840762471384141794e-08 1.351300683229336652e-08 1.400150231110623686e-08 9.306867501673521383e-09 1.265869887480659420e-08 8.585781455286862585e-09 1.309043969248482388e-08 1.721747833978722519e-08
7.009394425867550843e-09 1.037480541267593352e-08 6.621680825577741076e-09 6.208440537950182794e-09 9.682108151085600942e-09 7.445782240872634557e-09 9.613218795808181234e-09 9.327702536675837087e-09 6.167418585835320475e-09 5.352301645136314404e-09 6.365701184121336344e-09 7.636014739821423702e-09 8.724509628678214083e-09 6.831399353484973137e-09 9.335904498732978688e-09 5.682270445536007537e-09 8.229067148672058637e-09 5.940305168138842717e-09 6.726202457830023179e-09 4.698099370169208092e-09 5.648422277910666309e-09 4.071408331976134805e-09 5.537327451777859662e-09 7.699480847427824222e-09
2.191825616239990760e-09 5.292316869918182838e-09 3.268525343029721053e-09 2.291477174560552814e-09 5.368995207018505994e-09 2.779419487996844738e-09 6.219347584413157055e-09 5.043071598952322537e-09 4.068031724760965684e-09 2.483882442024151926e-09 1.969186432427005323e-09 3.219054034474530050e-09 5.065930974001968955e-09 2.498605031934537955e-09 3.726485957621762077e-09 2.042555303202270693e-09 3.780958168838801846e-09 2.718403806410825950e-09 2.788894223834124470e-09 2.383193216207892422e-09 3.349696702941584441e-09 1.672856739224219260e-09 2.874308927266926356e-09 4.229123726387533770e-09
8.300904194910630911e-09 1.436094215489262536e-08 7.485878179844777451e-09 7.300746490404114043e-09 1.358718921483536212e-08 7.634487024774934963e-09 1.000855098548187477e-08 1.044151167507063417e-08 7.316058451283085742e-09 5.537062296927552815e-09 8.136166758147750785e-09 9.227991643118211137e-09 8.675800763472225699e-09 7.453055104431421604e-09 1.061839312422161098e-08 5.554057703755757157e-09 1.060754699141140615e-08 7.494335291666848654e-09 7.572435785176536165e-09 5.299528290662262959e-09 7.029108498337903266e-09 4.354817041041701332e-09 6.810509419111838173e-09 9.552467148888184181e-09
3.976714306379839479e-09 6.714961315022682851e-09 3.503569725381003986e-09 3.087699346402482119e-09 4.910314726792891262e-09 3.951062244418897528e-09 4.472465040941115431e-09 4.703517866059235596e-09 3.177198843766263294e-09 2.705889352347255527e-09 3.455067144831529926e-09 4.444867624600096063e-09 4.251191463743172565e-09 3.312671034699281028e-09 4.707031290350266101e-09 2.812714202370729822e-09 4.331361901504555102e-09 2.921075008275072317e-09 3.362614068013165902e-09 2.476848850733405037e-09 2.882273744444427708e-09 1.826096766016903475e-09 2.559862650504276087e-09 3.885971441586078475e-09
1.248113019337548638e-09 3.331693684209327289e-09 1.491654743585352052e-09 1.174420100117906939e-09 2.334548671527979647e-09 1.192985491203766790e-09 2.752749879096115254e-09 2.302606225336755783e-09 1.959115651337010914e-09 1.380990901045175463e-09 1.004850320729683189e-09 1.817266397960135760e-09 2.297324304967207801e-09 1.176112359629691457e-09 1.854621380555102812e-09 9.487158247856552939e-10 1.748621137105590416e-09 1.321138152949786531e-09 1.311581345979179215e-09 1.260676184013495817e-09 1.758436309041304579e-09 6.689500421603482502e-10 1.384375937392021578e-09 2.021255817784986198e-09
1.349244677318767197e-09 2.603543874382921486e-09 1.133603060002489480e-09 1.038564020388003437e-09 1.526719429210337013e-09 1.530942912923785501e-09 1.447681046855784162e-09 1.574210871059952994e-09 9.016928966514063168e-10 8.657499105546354015e-10 1.095727809977086336e-09 1.514587351112203086e-09 1.307523619952139377e-09 1.186024145918016172e-09 1.446272554006076029e-09 9.379584586769714500e-10 1.420486438919634483e-09 8.733042153088357739e-10 1.010289951613257605e-09 7.596975741675930796e-10 7.931335153847610703e-10 5.418705234765632401e-10 8.604963833747162431e-10 1.033503820926365416e-09
3.595087485417219876e-10 1.074237875911199570e-09 3.661201221075259614e-10 3.643911912289934147e-10 5.379381049889091015e-10 3.131795854637421222e-10 5.826351158398863343e-10 6.354499090412898377e-10 3.295889743670294324e-10 4.218870161352294635e-10 2.369380596310034685e-10 5.115241070090179042e-10 6.098755995104131063e-10 4.059474836963866644e-10 4.213666239188225408e-10 2.549010778310787412e-10 3.474812152869159273e-10 3.082782826697770060e-10 3.279657552322507234e-10 2.793652221896522309e-10 3.647982972514925964e-10 1.809745376394815167e-10 4.166180069737109575e-10 3.930042621826137474e-10
1.011585088393767648e-10 1.990467751473158068e-10 8.540855568353490092e-11 5.858597681203342825e-11 9.900669072389679076e-11 1.081397114927844832e-10 1.365853836035851311e-10 1.824253261955633978e-10 5.035211338415386049e-11 1.454683094673360200e-10 5.015675986290168783e-12 1.121815493164492813e-10 1.666936903035208645e-10 1.637198726682811895e-10 2.997431079658806879e-11 8.386297392171448253e-11 6.325523650244464160e-12 7.990418521836988718e-11 8.277159540936907312e-11 4.991246686321003507e-11 8.758963038660817659e-11 2.698176629161227422e-11 1.446608042831092790e-10 6.264594852389372793e-11
8.203105382320918161e-09 1.499989100205031635e-08 7.080684616828681246e-09 6.780128587002029413e-09 1.224572440917645627e-08 7.187690759267879083e-09 8.432566126506952236e-09 8.952073976391484580e-09 6.479915904594290607e-09 4.950098438859738740e-09 7.724266231826630068e-09 8.983504051850875656e-09 7.986963274107005696e-09 6.719772775165158918e-09 9.270548722109794141e-09 4.768415726089079894e-09 1.007137486484700115e-08 6.797918382010011513e-09 6.309158639706054646e-09 5.090403718277156229e-09 6.282549758755066862e-09 3.639099549801397903e-09 5.800671377054392399e-09 8.192494807898710018e-09
