8.878378378378377533e+01 8.957740946725161280e+01 2.498689538666303087e-03
4.838709677419354982e-01 8.893780018176200031e+01 -1.050554702565195675e-03
4.836448598130841248e+01 8.877789346786933322e+01 -5.506530688818884675e-03
8.965384615384614619e+01 8.851518426925481720e+01 1.706638595990034844e-04
3.103448275862069061e-01 8.834384806470259832e+01 -3.673709825299816597e-03
7.060344827586206407e+01 8.801258723150613150e+01 9.976529402409567025e-05
2.660220994475137957e+01 8.793262533637474121e+01 5.432978380066736529e-03
8.809859154929577585e+01 8.756707183242362191e+01 5.307808575673551377e-04
9.527027027027028083e+00 8.746425560837107582e+01 2.018841099091865741e-03
5.868750000000000000e+01 8.725861695210431890e+01 6.631887389311650130e-03
7.260956175298804283e+01 8.713294457970238227e+01 1.169572592151956825e-03
3.708984375000000000e+01 8.707581964294996624e+01 5.232507346880911972e-03
1.711026615969581666e-01 8.699584350718699000e+01 -5.498455826639550396e-04
2.556122448979591866e+01 8.664164534698423381e+01 -6.497001954866907627e-04
5.504716981132075659e+01 8.636740554745740894e+01 1.314200938646492046e-02
8.709230769230768487e+01 8.628741508867940979e+01 8.921196770981573015e-04
1.335311572700296767e-01 8.615028435590576805e+01 -4.221021558569501564e-03
3.895714285714285552e+01 8.600171983195539838e+01 -3.131096436532916356e-04
1.935897435897436125e+01 8.599029151635834012e+01 6.982357169005884608e-03
1.041223404255319096e+01 8.570457036290548558e+01 2.251068488791420699e-03
8.528132992327365969e+01 8.553312495957909789e+01 4.621926772844478135e-04
6.744498777506112219e+01 8.532737723569344723e+01 2.146773771869920841e-02
2.173543689320388594e+01 8.529308450095655303e+01 8.543561028308379809e-03
1.056338028169014065e-01 8.513304611210347161e+01 -2.900981113238057345e-03
3.023281596452327591e+01 8.484723944348075975e+01 4.330630218900826528e-03
8.375550660792951874e+01 8.481294052279687889e+01 1.426220884966003348e-02
7.952830188679246248e+01 8.454996645329597982e+01 1.181637505718579652e-02
5.420668058455115101e+01 8.452709780533766093e+01 4.132152209674686515e-03
7.314814814814814881e+00 8.444705581364164004e+01 3.690663571335392197e-05
4.609533468559837388e+01 8.436701111045093171e+01 -1.139589712445857397e-03
8.210685483870966550e+01 8.433270539785797837e+01 1.286331333516673066e-02
6.510060362173038584e+01 8.432127004751292532e+01 9.738078788579228665e-03
2.197058823529411598e+01 8.417260530082501191e+01 2.993538237809427981e-03
1.618644067796610386e+01 8.393243370870935394e+01 -1.709422986423718253e-03
1.595684803001876340e+01 8.390955884893929806e+01 -1.712486137843118256e-03
4.239738805970149116e+01 8.387524610351047727e+01 3.175100111469879478e-03
5.108775137111517495e+01 8.374942797712934350e+01 3.100411100490696459e-03
8.695840554592720650e+01 8.340624884477598755e+01 2.156343597436027187e-02
5.753460207612456401e+01 8.339480853782072245e+01 1.118269896168771864e-03
